OBJECTNUMMER;Straatvaknummer;Loopruimte;Walkability_algemeen;Drukte_algemeen;Walkability_recreatief;Drukte_recreatief;Walkability_toeristisch;Drukte_toeristisch;Walkability_werkgerelateerd;Drukte_werkgerelateerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
96;96;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"goed";"zeer rustig";"LINESTRING(4.895901 52.362332,4.895919 52.362387)";"LINESTRING(52.362332 4.895901,52.362387 4.895919)";4.895915;52.3623525;
97;97;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.870181 52.370312,4.870193 52.370338)";"LINESTRING(52.370312 4.870181,52.370338 4.870193)";4.870192;52.370318;
98;98;"ruim";"goed";"druk";"matig";"zeer druk";"goed";"druk";"goed";"rustig";"LINESTRING(4.899857 52.372338,4.900164 52.372417)";"LINESTRING(52.372338 4.899857,52.372417 4.900164)";4.9000155;52.3723705;
99;99;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.851675 52.369414,4.851626 52.369406,4.851608 52.369386)";"LINESTRING(52.369414 4.851675,52.369406 4.851626,52.369386 4.851608)";4.8516465;52.369393;
100;100;"krap";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.939981 52.361486,4.940446 52.360189)";"LINESTRING(52.361486 4.939981,52.360189 4.940446)";4.9402185;52.3608305;
101;101;"ruim";"matig";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.910698 52.365395,4.910514 52.365431)";"LINESTRING(52.365395 4.910698,52.365431 4.910514)";4.910611;52.365406;
102;102;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.853545 52.379694,4.853562 52.379735,4.853799 52.379857)";"LINESTRING(52.379694 4.853545,52.379735 4.853562,52.379857 4.853799)";4.853677;52.3797685;
103;103;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.908597 52.366279,4.908597 52.366279)";"LINESTRING(52.366279 4.908597,52.366279 4.908597)";4.908602;52.366272;
104;104;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.894368 52.354173,4.894356 52.354178)";"LINESTRING(52.354173 4.894368,52.354178 4.894356)";4.894367;52.3541685;
105;105;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.905663 52.351823,4.905332 52.351747,4.905097 52.351714,4.904913 52.351709,4.904861 52.351738)";"LINESTRING(52.351823 4.905663,52.351747 4.905332,52.351714 4.905097,52.351709 4.904913,52.351738 4.904861)";4.905267;52.351759;
106;106;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.890238 52.341472,4.890197 52.341501,4.890202 52.341533,4.890229 52.341548,4.890283 52.341545,4.890336 52.341506)";"LINESTRING(52.341472 4.890238,52.341501 4.890197,52.341533 4.890202,52.341548 4.890229,52.341545 4.890283,52.341506 4.890336)";4.8902715;52.341503;
107;107;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.90136 52.371776,4.901417 52.371723,4.901464 52.371717,4.901568 52.371658)";"LINESTRING(52.371776 4.90136,52.371723 4.901417,52.371717 4.901464,52.371658 4.901568)";4.901469;52.37171;
108;108;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.887241 52.379907,4.887273 52.379942,4.887364 52.379955)";"LINESTRING(52.379907 4.887241,52.379942 4.887273,52.379955 4.887364)";4.8873075;52.379924;
109;109;"krap";"goed";"rustig";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.873966 52.361557,4.873834 52.361745,4.873756 52.362011,4.873614 52.36218)";"LINESTRING(52.361557 4.873966,52.361745 4.873834,52.362011 4.873756,52.36218 4.873614)";4.873795;52.3618615;
110;110;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.869748 52.38704,4.869749 52.387021)";"LINESTRING(52.38704 4.869748,52.387021 4.869749)";4.8697535;52.3870235;
111;111;"zeer krap";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.855386 52.381664,4.855367 52.381718)";"LINESTRING(52.381664 4.855386,52.381718 4.855367)";4.8553815;52.381684;
112;112;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.876332 52.370929,4.876271 52.370912)";"LINESTRING(52.370929 4.876332,52.370912 4.876271)";4.8763065;52.3709135;
113;113;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.897311 52.362486,4.897284 52.362524)";"LINESTRING(52.362486 4.897311,52.362524 4.897284)";4.8973025;52.362498;
114;114;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.890469 52.359376,4.890615 52.359339,4.891314 52.359335,4.891359 52.359348)";"LINESTRING(52.359376 4.890469,52.359339 4.890615,52.359335 4.891314,52.359348 4.891359)";4.890919;52.3593485;
115;115;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.897016 52.362138,4.89688 52.362107)";"LINESTRING(52.362138 4.897016,52.362107 4.89688)";4.896953;52.3621155;
116;116;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.919107 52.367998,4.918918 52.368031,4.918266 52.368253,4.918209 52.368249)";"LINESTRING(52.367998 4.919107,52.368031 4.918918,52.368253 4.918266,52.368249 4.918209)";4.918663;52.3681185;
117;117;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.900099 52.356094,4.90007 52.356129)";"LINESTRING(52.356094 4.900099,52.356129 4.90007)";4.9000895;52.3561045;
118;118;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.88266 52.364646,4.882571 52.36458,4.882338 52.36446)";"LINESTRING(52.364646 4.88266,52.36458 4.882571,52.36446 4.882338)";4.882504;52.364546;
119;119;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.885706 52.342556,4.885801 52.342546,4.885786 52.342435,4.885833 52.342398,4.885773 52.342366)";"LINESTRING(52.342556 4.885706,52.342546 4.885801,52.342435 4.885786,52.342398 4.885833,52.342366 4.885773)";4.8857745;52.342454;
120;120;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.902676 52.367319,4.902775 52.367403)";"LINESTRING(52.367319 4.902676,52.367403 4.902775)";4.9027305;52.367354;
121;121;"krap";"goed";"rustig";"goed";"rustig";"goed";"zeer rustig";"matig";"druk";"LINESTRING(4.878825 52.376828,4.878846 52.376821,4.87976 52.377027,4.87979 52.377065,4.879851 52.377047)";"LINESTRING(52.376828 4.878825,52.376821 4.878846,52.377027 4.87976,52.377065 4.87979,52.377047 4.879851)";4.879343;52.376936;
122;122;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.910154 52.377805,4.910178 52.377817,4.91019 52.377873,4.910161 52.377897,4.910099 52.377881,4.910076 52.377855,4.910154 52.377805)";"LINESTRING(52.377805 4.910154,52.377817 4.910178,52.377873 4.91019,52.377897 4.910161,52.377881 4.910099,52.377855 4.910076,52.377805 4.910154)";4.910138;52.377844;
123;123;"zeer ruim";"goed";"druk";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.873524 52.339807,4.873852 52.339819,4.87393 52.339796,4.874468 52.339826,4.874487 52.33981,4.874523 52.339811)";"LINESTRING(52.339807 4.873524,52.339819 4.873852,52.339796 4.87393,52.339826 4.874468,52.33981 4.874487,52.339811 4.874523)";4.8740285;52.339804;
124;124;"krap";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.888436 52.37318,4.888176 52.372441,4.888135 52.372232)";"LINESTRING(52.37318 4.888436,52.372441 4.888176,52.372232 4.888135)";4.8882905;52.372699;
125;125;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.918178 52.356902,4.918242 52.356816)";"LINESTRING(52.356902 4.918178,52.356816 4.918242)";4.918215;52.356852;
126;126;"zeer krap";"matig";"rustig";"matig";"rustig";"slecht";"druk";"slecht";"druk";"LINESTRING(4.888671 52.372128,4.888709 52.37211,4.888707 52.372044)";"LINESTRING(52.372128 4.888671,52.37211 4.888709,52.372044 4.888707)";4.888695;52.372079;
127;127;"krap";"matig";"rustig";"matig";"rustig";"matig";"druk";"matig";"rustig";"LINESTRING(4.887544 52.374631,4.887566 52.374653,4.887602 52.374658,4.887637 52.374699)";"LINESTRING(52.374631 4.887544,52.374653 4.887566,52.374658 4.887602,52.374699 4.887637)";4.8875955;52.374658;
128;128;"zeer krap";"goed";"zeer rustig";"matig";"rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.9103 52.365152,4.910253 52.365183,4.910213 52.365172,4.91026 52.365146,4.9103 52.365152)";"LINESTRING(52.365152 4.9103,52.365183 4.910253,52.365172 4.910213,52.365146 4.91026,52.365152 4.9103)";4.9102615;52.3651575;
129;129;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"zeer druk";"goed";"druk";"LINESTRING(4.895997 52.366157,4.895921 52.366144,4.895936 52.366081)";"LINESTRING(52.366157 4.895997,52.366144 4.895921,52.366081 4.895936)";4.895964;52.366112;
130;130;"ruim";"goed";"rustig";"goed";"rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.88702 52.35588,4.88764 52.355854,4.887776 52.355828,4.887855 52.355842,4.888404 52.355811,4.888504 52.355788)";"LINESTRING(52.35588 4.88702,52.355854 4.88764,52.355828 4.887776,52.355842 4.887855,52.355811 4.888404,52.355788 4.888504)";4.887767;52.355827;
131;131;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.890269 52.344074,4.890195 52.344119,4.890124 52.34411)";"LINESTRING(52.344074 4.890269,52.344119 4.890195,52.34411 4.890124)";4.8902015;52.3440895;
132;132;"ruim";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"LINESTRING(4.908024 52.366611,4.908082 52.366488)";"LINESTRING(52.366611 4.908024,52.366488 4.908082)";4.908058;52.3665425;
133;133;"ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.873198 52.386495,4.87328 52.386447,4.873282 52.386386)";"LINESTRING(52.386495 4.873198,52.386447 4.87328,52.386386 4.873282)";4.873245;52.3864335;
134;134;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.892277 52.388193,4.892399 52.387915)";"LINESTRING(52.388193 4.892277,52.387915 4.892399)";4.892343;52.388047;
135;135;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.871056 52.381134,4.871169 52.380817)";"LINESTRING(52.381134 4.871056,52.380817 4.871169)";4.8711175;52.3809685;
136;136;"krap";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.888936 52.370215,4.888782 52.369692)";"LINESTRING(52.370215 4.888936,52.369692 4.888782)";4.888864;52.3699465;
137;137;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.892876 52.380046,4.892871 52.380065,4.892927 52.38013,4.893156 52.380316)";"LINESTRING(52.380046 4.892876,52.380065 4.892871,52.38013 4.892927,52.380316 4.893156)";4.8930185;52.380174;
138;138;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.863438 52.373801,4.863461 52.373786,4.86345 52.373751,4.863488 52.373667,4.863471 52.373654,4.863482 52.373609,4.863506 52.373584,4.863489 52.373542,4.86352 52.373503,4.863504 52.37347,4.863539 52.373432,4.863526 52.373399,4.863559 52.373326,4.863543 52.373313,4.863576 52.373235,4.86356 52.373222,4.863568 52.373175,4.863593 52.373143,4.863576 52.37313,4.863606 52.373071,4.863593 52.373033,4.8636 52.372987,4.863621 52.372977,4.863609 52.372932,4.863638 52.372865,4.863621 52.372853,4.863647 52.372798,4.863636 52.37274,4.863659 52.372709,4.863642 52.372697,4.863648 52.37265,4.86367 52.37262,4.863653 52.372608,4.863659 52.372559,4.863685 52.372502,4.863658 52.372455,4.863696 52.37241,4.863699 52.372362)";"LINESTRING(52.373801 4.863438,52.373786 4.863461,52.373751 4.86345,52.373667 4.863488,52.373654 4.863471,52.373609 4.863482,52.373584 4.863506,52.373542 4.863489,52.373503 4.86352,52.37347 4.863504,52.373432 4.863539,52.373399 4.863526,52.373326 4.863559,52.373313 4.863543,52.373235 4.863576,52.373222 4.86356,52.373175 4.863568,52.373143 4.863593,52.37313 4.863576,52.373071 4.863606,52.373033 4.863593,52.372987 4.8636,52.372977 4.863621,52.372932 4.863609,52.372865 4.863638,52.372853 4.863621,52.372798 4.863647,52.37274 4.863636,52.372709 4.863659,52.372697 4.863642,52.37265 4.863648,52.37262 4.86367,52.372608 4.863653,52.372559 4.863659,52.372502 4.863685,52.372455 4.863658,52.37241 4.863696,52.372362 4.863699)";4.8635735;52.3730745;
139;139;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.890466 52.371715,4.890447 52.372152)";"LINESTRING(52.371715 4.890466,52.372152 4.890447)";4.8904615;52.3719265;
140;140;"ruim";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.915924 52.35889,4.915945 52.358895)";"LINESTRING(52.35889 4.915924,52.358895 4.915945)";4.9159395;52.3588855;
141;141;"ruim";"goed";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.920359 52.345543,4.920061 52.345503)";"LINESTRING(52.345543 4.920359,52.345503 4.920061)";4.920215;52.345516;
142;142;"krap";"matig";"rustig";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"druk";"LINESTRING(4.881224 52.378122,4.881225 52.378156,4.880957 52.378618,4.880868 52.378751,4.880838 52.378765)";"LINESTRING(52.378122 4.881224,52.378156 4.881225,52.378618 4.880957,52.378751 4.880868,52.378765 4.880838)";4.8810365;52.3784365;
143;143;"ruim";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.91304 52.359496,4.913126 52.359462)";"LINESTRING(52.359496 4.91304,52.359462 4.913126)";4.913088;52.359472;
144;144;"krap";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"zeer rustig";"LINESTRING(4.869746 52.386824,4.869684 52.386821,4.869584 52.386757)";"LINESTRING(52.386824 4.869746,52.386821 4.869684,52.386757 4.869584)";4.86967;52.3867835;
145;145;"krap";"slecht";"zeer druk";"goed";"rustig";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.893184 52.380402,4.893304 52.380356)";"LINESTRING(52.380402 4.893184,52.380356 4.893304)";4.893249;52.380372;
146;146;"ruim";"goed";"rustig";"goed";"rustig";"goed";"druk";"goed";"rustig";"LINESTRING(4.93922 52.363942,4.939331 52.363914)";"LINESTRING(52.363942 4.93922,52.363914 4.939331)";4.9392805;52.363921;
147;147;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.880203 52.358739,4.88018 52.358712,4.878784 52.358342)";"LINESTRING(52.358739 4.880203,52.358712 4.88018,52.358342 4.878784)";4.8794985;52.3585335;
148;148;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.893526 52.376746,4.893543 52.376724,4.893888 52.376653,4.893919 52.376663)";"LINESTRING(52.376746 4.893526,52.376724 4.893543,52.376653 4.893888,52.376663 4.893919)";4.8937275;52.3766925;
149;149;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.919186 52.362945,4.919181 52.36296,4.919355 52.363109,4.919607 52.363269,4.919636 52.36331)";"LINESTRING(52.362945 4.919186,52.36296 4.919181,52.363109 4.919355,52.363269 4.919607,52.36331 4.919636)";4.9194135;52.3631205;
150;150;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.896088 52.377704,4.896103 52.377735,4.89622 52.377762,4.896963 52.377905,4.897027 52.377891)";"LINESTRING(52.377704 4.896088,52.377735 4.896103,52.377762 4.89622,52.377905 4.896963,52.377891 4.897027)";4.8965625;52.3777975;
151;151;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.900004 52.376379,4.900441 52.37599)";"LINESTRING(52.376379 4.900004,52.37599 4.900441)";4.9002275;52.3761775;
152;152;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.887675 52.340768,4.887748 52.340761,4.887752 52.340826)";"LINESTRING(52.340768 4.887675,52.340761 4.887748,52.340826 4.887752)";4.8877185;52.3407865;
153;153;"krap";"slecht";"zeer druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.894062 52.36772,4.894129 52.367725,4.894769 52.367973)";"LINESTRING(52.36772 4.894062,52.367725 4.894129,52.367973 4.894769)";4.8944205;52.3678395;
154;154;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.913427 52.368068,4.91344 52.368039,4.913407 52.368005,4.913422 52.367973)";"LINESTRING(52.368068 4.913427,52.368039 4.91344,52.368005 4.913407,52.367973 4.913422)";4.9134285;52.3680135;
155;155;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.905207 52.362102,4.905295 52.361928)";"LINESTRING(52.362102 4.905207,52.361928 4.905295)";4.905256;52.362008;
156;156;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"zeer druk";"goed";"druk";"LINESTRING(4.895913 52.365982,4.896049 52.365979)";"LINESTRING(52.365982 4.895913,52.365979 4.896049)";4.895986;52.3659735;
157;157;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.880356 52.381243,4.880354 52.381244)";"LINESTRING(52.381243 4.880356,52.381244 4.880354)";4.88036;52.3812365;
158;158;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.874629 52.386133,4.874609 52.38611)";"LINESTRING(52.386133 4.874629,52.38611 4.874609)";4.874624;52.3861145;
159;159;"ruim";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.898656 52.357829,4.898756 52.357838,4.899006 52.357898)";"LINESTRING(52.357829 4.898656,52.357838 4.898756,52.357898 4.899006)";4.898836;52.3578565;
160;160;"ruim";"matig";"zeer druk";"uitstekend";"zeer rustig";"goed";"rustig";"matig";"zeer druk";"LINESTRING(4.889042 52.360722,4.889165 52.360714)";"LINESTRING(52.360722 4.889042,52.360714 4.889165)";4.8891085;52.360711;
161;161;"zeer krap";"slecht";"druk";"matig";"rustig";"matig";"rustig";"slecht";"druk";"LINESTRING(4.877303 52.370624,4.876942 52.371135)";"LINESTRING(52.370624 4.877303,52.371135 4.876942)";4.8771275;52.3708725;
162;162;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.877054 52.34677,4.877129 52.346784)";"LINESTRING(52.34677 4.877054,52.346784 4.877129)";4.8770965;52.34677;
163;163;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"goed";"zeer rustig";"LINESTRING(4.890288 52.344374,4.890303 52.344409,4.890271 52.344435)";"LINESTRING(52.344374 4.890288,52.344409 4.890303,52.344435 4.890271)";4.890292;52.3443975;
164;164;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.896002 52.371857,4.896064 52.37186,4.896096 52.371877)";"LINESTRING(52.371857 4.896002,52.37186 4.896064,52.371877 4.896096)";4.896054;52.37186;
165;165;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.887332 52.372112,4.88736 52.372221)";"LINESTRING(52.372112 4.887332,52.372221 4.88736)";4.887351;52.3721595;
166;166;"ruim";"goed";"druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.884775 52.342746,4.884782 52.342801)";"LINESTRING(52.342746 4.884775,52.342801 4.884782)";4.8847835;52.3427665;
167;167;"zeer ruim";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.887226 52.344542,4.88718 52.344533,4.886731 52.344566,4.88652 52.344564)";"LINESTRING(52.344542 4.887226,52.344533 4.88718,52.344566 4.886731,52.344564 4.88652)";4.886878;52.3445425;
168;168;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.853114 52.364097,4.853114 52.364057)";"LINESTRING(52.364097 4.853114,52.364057 4.853114)";4.853119;52.36407;
169;169;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.916126 52.371826,4.916096 52.371832,4.916054 52.371802)";"LINESTRING(52.371826 4.916126,52.371832 4.916096,52.371802 4.916054)";4.916095;52.37181;
170;170;"ruim";"matig";"druk";"goed";"rustig";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.894544 52.368621,4.894576 52.368596,4.89461 52.368444,4.894664 52.368093,4.894764 52.367985)";"LINESTRING(52.368621 4.894544,52.368596 4.894576,52.368444 4.89461,52.368093 4.894664,52.367985 4.894764)";4.894659;52.368296;
